ID,Channel,Content Length,Content
560599280893689858,anime,8,Hey levi
560600381089120286,anime,28,It's called WW2 footage levi
560600466514247690,anime,47,Though i wouldn't skip the character work there
560600525373177888,anime,66,You won't believe that speech adolf gives in...well_ every episode
560600805296701442,anime,21,What about WW2 italy?
560600841778626570,anime,42,Let's go for a comedy instead of a tragedy
560600936830205952,anime,32,Tfw a world was has comic relief
560601264120135681,anime,9,Wait what
560601464272060436,anime,53,Also i agree levi_ the russia arc lasted way too long
560601515627380756,anime,16,Bad writing imho
560601886257053745,anime,30,Because WW2 tanks are overdone
560602784282705961,anime,37,That a da vinci drawing or something?
560602848128139276,anime,41,Man was ahead of his time_ maybe probably
