ID,Server,Channel,Content Length,Content
558471634558779392,r/teenagers,serious-personal-2,62,Become we needed more places to break rules and hide from mods
558471778863808550,r/teenagers,serious-general,12,I’ve done it
558471900402286642,r/teenagers,serious-general,64,I successfully hid from my parents attempt at getting me a tutor
558471940319215616,r/teenagers,serious-general,24,I don’t fucking need one
558472036553588746,r/teenagers,serious-general,17,You’ll find worse
558472048415080460,r/teenagers,serious-general,17,It’s the internet
558472063057264659,r/teenagers,serious-general,18,I’m basically dead
558472124231057450,r/teenagers,serious-general,41,I can longer be shocked at what people do
558472147228688394,r/teenagers,serious-general,19,Nah I’ve seen worse
558472196503371776,r/teenagers,serious-general,14,Hitler x Jesus
558472215037739018,r/teenagers,serious-general,22,That’s a thing I found
558472297346891796,r/teenagers,serious-general,72,Also_ the longest piece of literature in human history is a Mario fanfic
558472310043181076,r/teenagers,serious-general,16,Let that sink in
558472393354641408,r/teenagers,serious-general,9,It’s like
558472410710671383,r/teenagers,serious-general,21,Several million words
558473547698405377,r/teenagers,serious-general,54,This server probably had like 10% straight people tops
558473723943059466,r/teenagers,serious-general,33,I’m too awkward to talk to people
558473764011114506,r/teenagers,serious-general,35,Also trying to switch friend groups
558473781002108948,r/teenagers,serious-general,22,From my depressive one
558473804372770816,r/teenagers,serious-general,26,To one that does fun stuff
558473872077226030,r/teenagers,serious-general,45,I saw two people playing Bakugon during lunch
558473883179679744,r/teenagers,serious-general,5,Today
558473929711288351,r/teenagers,serious-general,32,They’re part of the friend group
558474117225906177,r/teenagers,serious-general,20,My family is atheist
