ID,Channel,Content Length,Content
558428319566135325,off-topic,20,ranked is toxic game
558428437262630964,off-topic,32,<@300132554655399936> toddlercon
558428605387112469,off-topic,23,cleanuser it not thanos
558429059995140097,off-topic,52,<@300132554655399936> do you like kaguya sama? ahaha
558432049703288832,off-topic,98,<@300132554655399936> “heart? who is that?”NL“im hearts brother”NL<:NoThatsWrong:316290405006311427>
558436869667422208,off-topic,94,<@300132554655399936> idk about u but i dont casually ask my siblings about randoms on discord
558438067476627456,off-topic,103,<@300132554655399936> “we talk a lot” NL>doesnt know his discord nameNL<:NoThatsWrong:316290405006311427>
558438110481088562,off-topic,73,if ur gonna alt keep ur story straight <a:WeirdCoffee:458118619130232863>
558455244309397525,off-topic,39,no u need improper caps and punctuation
558455284406681610,off-topic,17,and a bolder font
558465023647678464,off-topic,17,omg im so popalar
558465414259015691,off-topic,23,its in kira server noob
558466358677995539,off-topic,69,im watching intro every ep for the promised neverland and love is war
558760898563670026,off-topic,22,<@!162041761114488833>
558760972102270986,off-topic,32,feeling like a 9 since 5th grade
559098177920303116,off-topic,68,<@!278140636887121920> <@!291107787910545408> <@!202556900863115264>
