ID,Channel,Content Length,Content
559016485964742657,general-discussions,1,👍
559019063200710666,general-discussions,8,:pirate:
559040428062670899,off-topic,9,uh_ what?
559110882655993861,general-discussions,14,nvm I fixed it
559110941753475073,off-topic,3,yes
559110947109863447,off-topic,8,fix that
559111003229519882,off-topic,24,probably absolute sizing
559111114445553665,bot-spam,38,;compile bashNL```NLsleep 100NLecho aNL```
559111180329680896,bot-spam,19,KilledKilled soontm
559111394423996455,bot-spam,3,lol
